"TOA5","4175","CR6","4175","CR6.14.5.0 CR6-WIFI.05.03","CPU:single_polled_ARPA_1.05.CR6","28493","Sonic"
"TIMESTAMP","RECORD","u_1","v_1","w_1","Ts_1","SS_1","ChkSumF_1"
"TS","RN","m/s","m/s","m/s","C","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-03-26 03:07:02.75",21748408,-7.445,11.908,-0.024,7.8,"00",-1
"2026-03-26 03:07:02.8",21748409,-7.887,12.099,-0.632,7.9,"00",-1
"2026-03-26 03:07:02.85",21748410,-8.402,12.327,-0.323,7.78,"00",-1
"2026-03-26 03:07:02.9",21748411,-8.025,12.273,0.281,7.83,"00",-1
"2026-03-26 03:07:02.95",21748412,-8.432,12.396,-0.616,7.82,"00",-1
"2026-03-26 03:07:03",21748413,-8.522,11.616,-0.352,7.85,"00",-1
"2026-03-26 03:07:03.05",21748414,-7.64,11.281,-0.808,7.88,"00",-1
"2026-03-26 03:07:03.1",21748415,-6.964,11.844,-0.768,7.83,"00",-1
"2026-03-26 03:07:03.15",21748416,-6.182,13.508,-0.754,7.85,"00",-1
"2026-03-26 03:07:03.2",21748417,-5.441,14.229,-0.231,7.78,"00",-1
"2026-03-26 03:07:03.25",21748418,-6.636,12.866,-1.164,7.93,"00",-1
"2026-03-26 03:07:03.3",21748419,-6.241,12.773,-1.569,8.02,"00",-1
"2026-03-26 03:07:03.35",21748420,-8.529,13.888,-1.047,7.92,"00",-1
"2026-03-26 03:07:03.4",21748421,-7.367,14.099,-1.119,7.95,"00",-1
"2026-03-26 03:07:03.45",21748422,-6.592,13.909,-1.041,8.17,"00",-1
"2026-03-26 03:07:03.5",21748423,-5.526,13.66,-1.814,8.32,"00",-1
"2026-03-26 03:07:03.55",21748424,-6.043,14.054,-1.325,8.14,"00",-1
"2026-03-26 03:07:03.6",21748425,-7.192,12.439,-1.081,7.93,"00",-1
"2026-03-26 03:07:03.65",21748426,-7.82,12.163,0.95,7.67,"00",-1
"2026-03-26 03:07:03.7",21748427,-7.402,13.596,-0.614,8.04,"00",-1
"2026-03-26 03:07:03.75",21748428,-5.765,13.884,-0.41,7.92,"00",-1
"2026-03-26 03:07:03.8",21748429,-5.461,13.867,0.205,8.1,"00",-1
"2026-03-26 03:07:03.85",21748430,-5.64,13.963,-2.909,8.19,"00",-1
"2026-03-26 03:07:03.9",21748431,-5.526,15.343,1.813,7.77,"00",-1
"2026-03-26 03:07:03.95",21748432,-2.86,14.398,0.026,8.14,"00",-1
"2026-03-26 03:07:04",21748433,-4.803,14.374,-0.072,7.93,"00",-1
"2026-03-26 03:07:04.05",21748434,-7.491,14.801,-0.952,8.09,"00",-1
"2026-03-26 03:07:04.1",21748435,-6.367,13.708,-0.609,8.22,"00",-1
"2026-03-26 03:07:04.15",21748436,-6.685,14.197,-0.996,8.04,"00",-1
"2026-03-26 03:07:04.2",21748437,-7.06,15.09,-1.034,8.07,"00",-1
"2026-03-26 03:07:04.25",21748438,-6.442,15.671,0.58,8.32,"00",-1
"2026-03-26 03:07:04.3",21748439,-6.406,16.301,-0.875,8.57,"00",-1
"2026-03-26 03:07:04.35",21748440,-5.564,15.642,0.231,8.22,"00",-1
"2026-03-26 03:07:04.4",21748441,-5.26,14.855,0.972,7.9,"00",-1
"2026-03-26 03:07:04.45",21748442,-5.952,13.657,0.336,8.12,"00",-1
"2026-03-26 03:07:04.5",21748443,-6.293,13.146,-0.239,7.97,"00",-1
"2026-03-26 03:07:04.55",21748444,-5.434,13.303,0.255,8.19,"00",-1
"2026-03-26 03:07:04.6",21748445,-5.417,13.08,0.417,8.19,"00",-1
"2026-03-26 03:07:04.65",21748446,-4.507,13.402,0.177,8.14,"00",-1
"2026-03-26 03:07:04.7",21748447,-5.013,12.795,-0.089,8.44,"00",-1
"2026-03-26 03:07:04.75",21748448,-5.235,12.836,0.755,8.22,"00",-1
"2026-03-26 03:07:04.8",21748449,-4.994,12.912,0.392,8.44,"00",-1
"2026-03-26 03:07:04.85",21748450,-5.453,13.276,0.033,8.2,"00",-1
"2026-03-26 03:07:04.9",21748451,-6.492,12.93,-0.286,8.14,"00",-1
"2026-03-26 03:07:04.95",21748452,-6.253,13.362,-1.304,8.14,"00",-1
"2026-03-26 03:07:05",21748453,999.999,999.999,999.999,999.99,"06",-1
"2026-03-26 03:07:05.05",21748454,-3.185,13.305,5.563,7.57,"00",-1
"2026-03-26 03:07:05.1",21748455,-3.667,14.199,5.671,8.19,"00",-1
"2026-03-26 03:07:05.15",21748456,-4.535,14.038,3.292,7.87,"00",-1
"2026-03-26 03:07:05.2",21748457,-6.256,12.406,0.596,7.82,"00",-1
"2026-03-26 03:07:05.25",21748458,-6.022,12.53,0.789,7.73,"00",-1
"2026-03-26 03:07:05.3",21748459,-6.225,13.292,-0.107,7.93,"00",-1
"2026-03-26 03:07:05.35",21748460,-5.914,13.301,0.299,8,"00",-1
"2026-03-26 03:07:05.4",21748461,-6.258,13.044,0.297,7.9,"00",-1
"2026-03-26 03:07:05.45",21748462,-5.125,12.234,1.052,7.97,"00",-1
"2026-03-26 03:07:05.5",21748463,-3.843,13.593,1.779,7.78,"00",-1
"2026-03-26 03:07:05.55",21748464,-2.11,13.294,1.798,8.15,"00",-1
"2026-03-26 03:07:05.6",21748465,-3.388,13.242,-0.271,7.93,"00",-1
"2026-03-26 03:07:05.65",21748466,-2.517,13.201,0.477,7.85,"00",-1
"2026-03-26 03:07:05.7",21748467,-4.043,11.134,0.142,7.87,"00",-1
"2026-03-26 03:07:05.75",21748468,-5.655,10.905,1.321,7.9,"00",-1
"2026-03-26 03:07:05.8",21748469,-5.85,10.723,1.513,7.53,"00",-1
"2026-03-26 03:07:05.85",21748470,-3.544,12.644,2.514,7.55,"00",-1
"2026-03-26 03:07:05.9",21748471,-2.185,12.46,1.483,7.77,"00",-1
"2026-03-26 03:07:05.95",21748472,-2.144,13.952,2.577,8.24,"00",-1
"2026-03-26 03:07:06",21748473,-3.814,14.522,1.253,8.32,"00",-1
"2026-03-26 03:07:06.05",21748474,-3.916,12.302,0.73,7.92,"00",-1
"2026-03-26 03:07:06.1",21748475,-3.272,10.949,-0.249,7.72,"00",-1
"2026-03-26 03:07:06.15",21748476,-7.076,7.978,0.928,7.77,"00",-1
"2026-03-26 03:07:06.2",21748477,-3.992,7.469,2.051,7.4,"00",-1
"2026-03-26 03:07:06.25",21748478,-6.798,8.074,1.241,7.67,"00",-1
"2026-03-26 03:07:06.3",21748479,-4.222,9.174,2.014,7.7,"00",-1
"2026-03-26 03:07:06.35",21748480,-7.975,8.46,0.594,7.82,"00",-1
"2026-03-26 03:07:06.4",21748481,-5.987,7.871,-0.889,7.58,"00",-1
"2026-03-26 03:07:06.45",21748482,-7.993,8.493,2.636,7.7,"00",-1
"2026-03-26 03:07:06.5",21748483,-6.214,8.743,3.897,7.6,"00",-1
"2026-03-26 03:07:06.55",21748484,-7.292,9.237,2.84,7.72,"00",-1
"2026-03-26 03:07:06.6",21748485,-8.134,12.529,2.792,7.9,"00",-1
"2026-03-26 03:07:06.65",21748486,-8.136,11.678,4.264,7.63,"00",-1
"2026-03-26 03:07:06.7",21748487,-9.186,13.178,0.789,7.85,"00",-1
"2026-03-26 03:07:06.75",21748488,-9.927,13.273,-0.495,8.1,"00",-1
"2026-03-26 03:07:06.8",21748489,-7.066,13.276,0.918,8.12,"00",-1
"2026-03-26 03:07:06.85",21748490,-7.984,12.919,0.352,7.93,"00",-1
"2026-03-26 03:07:06.9",21748491,-7.868,12.761,0.668,7.99,"00",-1
"2026-03-26 03:07:06.95",21748492,-7.775,13.236,-0.113,8.05,"00",-1
"2026-03-26 03:07:07",21748493,-7.501,12.981,-0.239,8.04,"00",-1
"2026-03-26 03:07:07.05",21748494,-7.582,12.737,-1.015,8.04,"00",-1
"2026-03-26 03:07:07.1",21748495,-7.474,12.237,-0.631,8,"00",-1
"2026-03-26 03:07:07.15",21748496,-7.8,12.639,-1.967,8.22,"00",-1
"2026-03-26 03:07:07.2",21748497,-7.152,13.209,-2.342,8.1,"00",-1
"2026-03-26 03:07:07.25",21748498,-7.598,12.959,-2.323,8.22,"00",-1
"2026-03-26 03:07:07.3",21748499,-7.369,12.429,-1.301,8.02,"00",-1
"2026-03-26 03:07:07.35",21748500,-7.759,13.002,-2.429,8.1,"00",-1
"2026-03-26 03:07:07.4",21748501,-8.21,12.941,-2.845,8.27,"00",-1
"2026-03-26 03:07:07.45",21748502,-9.844,12.753,-4.241,8.4,"00",-1
"2026-03-26 03:07:07.5",21748503,-6.448,12.688,-1.19,7.85,"00",-1
"2026-03-26 03:07:07.55",21748504,-5.582,13.023,-2.18,8.19,"00",-1
"2026-03-26 03:07:07.6",21748505,-4.573,13.101,-4.658,8.05,"00",-1
"2026-03-26 03:07:07.65",21748506,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:07:07.7",21748507,-6.17,12.873,-0.525,7.88,"00",-1
"2026-03-26 03:07:07.75",21748508,-4.838,14.107,1.63,7.88,"00",-1
"2026-03-26 03:07:07.8",21748509,-6.511,13.307,0.413,7.82,"00",-1
"2026-03-26 03:07:07.85",21748510,-8.186,13.709,1.099,7.9,"00",-1
"2026-03-26 03:07:07.9",21748511,-9.28,15.104,-0.908,8,"00",-1
"2026-03-26 03:07:07.95",21748512,-9.529,15.057,-0.955,8.24,"00",-1
"2026-03-26 03:07:08",21748513,-10.732,13.618,-2.553,8.35,"00",-1
"2026-03-26 03:07:08.05",21748514,-9.794,14.559,-1.571,8.4,"00",-1
"2026-03-26 03:07:08.1",21748515,-7.306,13.41,-1.365,8.17,"00",-1
"2026-03-26 03:07:08.15",21748516,-8.908,13.481,-2.225,8.14,"00",-1
"2026-03-26 03:07:08.2",21748517,-9.005,13.216,-1.214,8.09,"00",-1
"2026-03-26 03:07:08.25",21748518,-9.709,12.539,-0.716,8.02,"00",-1
"2026-03-26 03:07:08.3",21748519,-9.16,12.351,-0.217,8,"00",-1
"2026-03-26 03:07:08.35",21748520,-7.83,9.89,0.421,7.68,"00",-1
"2026-03-26 03:07:08.4",21748521,-7.06,9.989,1.067,7.58,"00",-1
"2026-03-26 03:07:08.45",21748522,-6.922,8.942,-1.052,7.72,"00",-1
"2026-03-26 03:07:08.5",21748523,-7.921,8.547,1.384,7.43,"00",-1
"2026-03-26 03:07:08.55",21748524,-5.429,9.164,1.572,7.5,"00",-1
"2026-03-26 03:07:08.6",21748525,-4.518,8.882,1.939,7.55,"00",-1
"2026-03-26 03:07:08.65",21748526,-4.93,10.579,1.09,7.57,"00",-1
"2026-03-26 03:07:08.7",21748527,-4.894,11.327,1.752,7.4,"00",-1
"2026-03-26 03:07:08.75",21748528,-2.009,10.952,1.425,7.7,"00",-1
"2026-03-26 03:07:08.8",21748529,-4.424,8.966,2.581,7.6,"00",-1
"2026-03-26 03:07:08.85",21748530,-7.147,8.889,3.967,7.47,"00",-1
"2026-03-26 03:07:08.9",21748531,-6,7.859,5.57,7.43,"00",-1
"2026-03-26 03:07:08.95",21748532,-5.487,8.202,5.48,7.82,"00",-1
"2026-03-26 03:07:09",21748533,-6.936,6.546,6.472,7.5,"00",-1
"2026-03-26 03:07:09.05",21748534,-6.881,6.557,5.781,7.52,"00",-1
"2026-03-26 03:07:09.1",21748535,-6.96,6.258,5.424,7.62,"00",-1
"2026-03-26 03:07:09.15",21748536,-7.182,6.799,5.273,7.48,"00",-1
"2026-03-26 03:07:09.2",21748537,-7.717,5.403,4.383,7.53,"00",-1
"2026-03-26 03:07:09.25",21748538,-6.61,6.902,2.492,7.42,"00",-1
"2026-03-26 03:07:09.3",21748539,-10.31,9.124,3.054,8.29,"00",-1
"2026-03-26 03:07:09.35",21748540,999.999,999.999,999.999,999.99,"01",-1
"2026-03-26 03:07:09.4",21748541,-6.588,11.009,6.462,7.82,"00",-1
"2026-03-26 03:07:09.45",21748542,-7.984,9.573,4.821,7.53,"00",-1
"2026-03-26 03:07:09.5",21748543,-9.438,8.697,3.104,8.02,"00",-1
"2026-03-26 03:07:09.55",21748544,-9.208,11.119,3.392,7.67,"00",-1
"2026-03-26 03:07:09.6",21748545,-8.454,11.148,3.688,8.09,"00",-1
"2026-03-26 03:07:09.65",21748546,-10.134,11.492,2.973,7.77,"00",-1
"2026-03-26 03:07:09.7",21748547,-9.529,9.229,4.722,7.83,"00",-1
"2026-03-26 03:07:09.75",21748548,-8.645,9.657,4.564,7.78,"00",-1
"2026-03-26 03:07:09.8",21748549,-8.087,11.584,4.805,7.75,"00",-1
"2026-03-26 03:07:09.85",21748550,-7.545,12.285,3.256,7.72,"00",-1
"2026-03-26 03:07:09.9",21748551,-6.134,12.315,2.079,7.83,"00",-1
"2026-03-26 03:07:09.95",21748552,-6.21,11.04,0.858,7.75,"00",-1
"2026-03-26 03:07:10",21748553,-6.085,10.028,3.671,7.78,"00",-1
"2026-03-26 03:07:10.05",21748554,-9.144,9.088,2.554,7.83,"00",-1
"2026-03-26 03:07:10.1",21748555,-9.284,10.088,2.311,7.57,"00",-1
"2026-03-26 03:07:10.15",21748556,-9.024,7.948,3.433,7.57,"00",-1
"2026-03-26 03:07:10.2",21748557,-7.556,8.857,1.389,7.73,"00",-1
"2026-03-26 03:07:10.25",21748558,-8.752,7.009,3.298,7.4,"00",-1
"2026-03-26 03:07:10.3",21748559,-6.381,10.348,2.341,8,"00",-1
"2026-03-26 03:07:10.35",21748560,-4.559,11.024,2.981,7.57,"00",-1
"2026-03-26 03:07:10.4",21748561,-5.067,9.468,2.625,7.53,"00",-1
"2026-03-26 03:07:10.45",21748562,-5.428,8.895,3.667,7.28,"00",-1
"2026-03-26 03:07:10.5",21748563,-6.479,10.153,2.732,7.68,"00",-1
"2026-03-26 03:07:10.55",21748564,-4.312,12.231,2.873,7.57,"00",-1
"2026-03-26 03:07:10.6",21748565,-4.282,11.485,2.77,7.57,"00",-1
"2026-03-26 03:07:10.65",21748566,-4.04,12.773,2.617,7.57,"00",-1
"2026-03-26 03:07:10.7",21748567,-3.518,13.414,2.697,7.78,"00",-1
"2026-03-26 03:07:10.75",21748568,-5.122,14.285,0.516,8,"00",-1
"2026-03-26 03:07:10.8",21748569,-4.894,13.611,1.616,7.7,"00",-1
"2026-03-26 03:07:10.85",21748570,-4.807,10.37,3.357,7.65,"00",-1
"2026-03-26 03:07:10.9",21748571,-5.942,9.157,1.656,7.58,"00",-1
"2026-03-26 03:07:10.95",21748572,-6.878,10.114,1.652,7.57,"00",-1
"2026-03-26 03:07:11",21748573,-6.322,9.889,2.006,7.58,"00",-1
"2026-03-26 03:07:11.05",21748574,-4.093,11.718,2.601,7.48,"00",-1
"2026-03-26 03:07:11.1",21748575,-5.105,10.715,2.476,7.77,"00",-1
"2026-03-26 03:07:11.15",21748576,-4.452,10.736,2.862,7.82,"00",-1
"2026-03-26 03:07:11.2",21748577,-3.988,9.839,2.105,7.42,"00",-1
"2026-03-26 03:07:11.25",21748578,-3.658,9.839,2.677,7.32,"00",-1
"2026-03-26 03:07:11.3",21748579,-4.288,10.282,2.808,7.52,"00",-1
"2026-03-26 03:07:11.35",21748580,-4.209,11.197,2.401,7.55,"00",-1
"2026-03-26 03:07:11.4",21748581,-4.338,11.046,2.582,7.62,"00",-1
"2026-03-26 03:07:11.45",21748582,-4.559,11.597,1.764,8.24,"00",-1
"2026-03-26 03:07:11.5",21748583,-4.752,11.768,1.17,8.32,"00",-1
"2026-03-26 03:07:11.55",21748584,-4.547,11.929,1.045,8.54,"00",-1
"2026-03-26 03:07:11.6",21748585,-4.43,12.221,0.894,8.37,"00",-1
"2026-03-26 03:07:11.65",21748586,-4.434,12.076,0.95,8.35,"00",-1
"2026-03-26 03:07:11.7",21748587,-4.351,12.261,0.691,8.29,"00",-1
"2026-03-26 03:07:11.75",21748588,-4.606,12.282,0.308,8.52,"00",-1
"2026-03-26 03:07:11.8",21748589,-4.565,12.062,0.502,8.52,"00",-1
"2026-03-26 03:07:11.85",21748590,-4.598,11.745,0.431,8.42,"00",-1
"2026-03-26 03:07:11.9",21748591,-4.563,11.7,0.372,8.34,"00",-1
"2026-03-26 03:07:11.95",21748592,-4.532,12.082,0.196,8.32,"00",-1
"2026-03-26 03:07:12",21748593,-4.13,11.824,-0.006,8.37,"00",-1
"2026-03-26 03:07:12.05",21748594,-3.917,12.103,-0.152,8.7,"00",-1
"2026-03-26 03:07:12.1",21748595,-5.795,11.86,0.044,8.27,"00",-1
"2026-03-26 03:07:12.15",21748596,-5.024,11.569,0.123,8.25,"00",-1
"2026-03-26 03:07:12.2",21748597,-4.933,11.101,-0.205,8.14,"00",-1
"2026-03-26 03:07:12.25",21748598,-4.713,11.314,-0.751,8.3,"00",-1
"2026-03-26 03:07:12.3",21748599,-5.262,10.663,0.491,8.17,"00",-1
"2026-03-26 03:07:12.35",21748600,-5.692,11.104,-0.093,8.05,"00",-1
"2026-03-26 03:07:12.4",21748601,-4.876,11.91,0.644,8.2,"00",-1
"2026-03-26 03:07:12.45",21748602,-6.189,12.341,0.175,8.24,"00",-1
"2026-03-26 03:07:12.5",21748603,-7.483,11.97,-0.903,8.22,"00",-1
"2026-03-26 03:07:12.55",21748604,-7.6,12.865,-0.158,8.37,"00",-1
"2026-03-26 03:07:12.6",21748605,-7.462,13.201,0.078,8.39,"00",-1
"2026-03-26 03:07:12.65",21748606,-7.717,13.897,-0.398,8.45,"00",-1
"2026-03-26 03:07:12.7",21748607,-7.196,13.942,0.523,8.45,"00",-1
"2026-03-26 03:07:12.75",21748608,-7.68,13.618,0.378,8.4,"00",-1
"2026-03-26 03:07:12.8",21748609,-7.323,13.639,-0.329,8.37,"00",-1
"2026-03-26 03:07:12.85",21748610,-7.544,13.878,-0.667,8.39,"00",-1
"2026-03-26 03:07:12.9",21748611,-7.16,13.779,0.287,8.4,"00",-1
"2026-03-26 03:07:12.95",21748612,-8.672,14.19,1.432,8.34,"00",-1
"2026-03-26 03:07:13",21748613,-8.349,13.751,0.58,8.59,"00",-1
"2026-03-26 03:07:13.05",21748614,-7.869,13.833,0.783,8.35,"00",-1
"2026-03-26 03:07:13.1",21748615,-7.173,13.822,0.306,8.4,"00",-1
"2026-03-26 03:07:13.15",21748616,-7.209,13.601,1.034,8.35,"00",-1
"2026-03-26 03:07:13.2",21748617,-6.909,13.457,0.834,8.27,"00",-1
"2026-03-26 03:07:13.25",21748618,-7.272,13.325,1.047,8.24,"00",-1
"2026-03-26 03:07:13.3",21748619,-6.516,13.142,0.808,8.34,"00",-1
"2026-03-26 03:07:13.35",21748620,-6.37,12.61,0.868,8.3,"00",-1
"2026-03-26 03:07:13.4",21748621,-5.885,12.674,1.368,8.25,"00",-1
"2026-03-26 03:07:13.45",21748622,-5.477,12.265,0.445,8.17,"00",-1
"2026-03-26 03:07:13.5",21748623,-5.61,11.971,1.242,8.05,"00",-1
"2026-03-26 03:07:13.55",21748624,-6.402,12.534,1.081,8.05,"00",-1
"2026-03-26 03:07:13.6",21748625,-4.965,11.945,0.826,8.2,"00",-1
"2026-03-26 03:07:13.65",21748626,-2.598,12.263,-0.427,8.37,"00",-1
"2026-03-26 03:07:13.7",21748627,-3.789,12.164,-0.513,8.17,"00",-1
"2026-03-26 03:07:13.75",21748628,-3.939,12.114,0.042,8.27,"00",-1
"2026-03-26 03:07:13.8",21748629,-4.055,12.357,0.189,8.42,"00",-1
"2026-03-26 03:07:13.85",21748630,-4.72,11.987,0.531,8.1,"00",-1
"2026-03-26 03:07:13.9",21748631,-5.284,12.632,1.433,8.04,"00",-1
"2026-03-26 03:07:13.95",21748632,-4.925,12.503,0.511,8.09,"00",-1
"2026-03-26 03:07:14",21748633,-6.172,12.852,-0.714,8.19,"00",-1
"2026-03-26 03:07:14.05",21748634,-5.858,12.944,-0.845,8.19,"00",-1
"2026-03-26 03:07:14.1",21748635,-7.022,11.777,-0.856,8.22,"00",-1
"2026-03-26 03:07:14.15",21748636,-7.155,12.542,-1.478,8.35,"00",-1
"2026-03-26 03:07:14.2",21748637,-7.04,12.143,-1.464,8.24,"00",-1
"2026-03-26 03:07:14.25",21748638,-7.982,12.072,-1.051,8.45,"00",-1
"2026-03-26 03:07:14.3",21748639,-7.306,11.627,-0.792,8.2,"00",-1
"2026-03-26 03:07:14.35",21748640,-8.056,10.813,-0.096,8.14,"00",-1
"2026-03-26 03:07:14.4",21748641,-8.507,10.322,0.824,8.05,"00",-1
"2026-03-26 03:07:14.45",21748642,-8.502,11.724,-1.123,8.12,"00",-1
"2026-03-26 03:07:14.5",21748643,-7.31,11.249,-0.67,7.99,"00",-1
"2026-03-26 03:07:14.55",21748644,-7.759,10.998,-2.2,8.04,"00",-1
"2026-03-26 03:07:14.6",21748645,-6.312,9.158,-1.793,7.85,"00",-1
"2026-03-26 03:07:14.65",21748646,-5.697,10.176,-0.013,7.8,"00",-1
"2026-03-26 03:07:14.7",21748647,-9.154,11.242,-1.946,7.83,"00",-1
"2026-03-26 03:07:14.75",21748648,-7.881,12.262,-2.82,8,"00",-1
"2026-03-26 03:07:14.8",21748649,-7.885,13.204,-1.494,8.12,"00",-1
"2026-03-26 03:07:14.85",21748650,-6.292,12.5,-2.495,8.34,"00",-1
"2026-03-26 03:07:14.9",21748651,-3.442,12.271,-0.847,8.3,"00",-1
"2026-03-26 03:07:14.95",21748652,-2.301,12.646,0.581,8.22,"00",-1
"2026-03-26 03:07:15",21748653,-5.668,13.77,3.171,8.05,"00",-1
"2026-03-26 03:07:15.05",21748654,-5.812,11.523,3.462,7.92,"00",-1
"2026-03-26 03:07:15.1",21748655,-5.142,14.491,5.835,8.2,"00",-1
"2026-03-26 03:07:15.15",21748656,-7.557,16.402,2.011,8.37,"00",-1
"2026-03-26 03:07:15.2",21748657,-8.57,14.942,2.949,8.14,"00",-1
"2026-03-26 03:07:15.25",21748658,-9.225,15.714,3.819,8.64,"00",-1
"2026-03-26 03:07:15.3",21748659,-7.844,16.974,3.107,8.62,"00",-1
"2026-03-26 03:07:15.35",21748660,-4.733,14.99,3.666,8.42,"00",-1
"2026-03-26 03:07:15.4",21748661,-5.773,15.459,1.476,8.4,"00",-1
"2026-03-26 03:07:15.45",21748662,-5.914,13.697,1.028,8.15,"00",-1
"2026-03-26 03:07:15.5",21748663,-5.361,13.069,1.345,8.17,"00",-1
"2026-03-26 03:07:15.55",21748664,-3.967,10.631,1.126,8.02,"00",-1
"2026-03-26 03:07:15.6",21748665,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:07:15.65",21748666,-1.399,10.491,-5.406,8.59,"00",-1
"2026-03-26 03:07:15.7",21748667,-1.736,11.66,-4.724,8.67,"00",-1
"2026-03-26 03:07:15.75",21748668,-1.933,12.776,-4.934,9,"00",-1
"2026-03-26 03:07:15.8",21748669,-2.928,13.152,-2.649,8.47,"00",-1
"2026-03-26 03:07:15.85",21748670,-3.326,12.992,-2.354,8.44,"00",-1
"2026-03-26 03:07:15.9",21748671,-3.548,13.614,-2.766,8.47,"00",-1
"2026-03-26 03:07:15.95",21748672,-3.655,13.622,-2.174,8.54,"00",-1
"2026-03-26 03:07:16",21748673,-3.801,13.358,-3.368,8.57,"00",-1
"2026-03-26 03:07:16.05",21748674,-3.458,14.06,-2.98,8.47,"00",-1
"2026-03-26 03:07:16.1",21748675,-4.39,12.65,-2.967,8.52,"00",-1
"2026-03-26 03:07:16.15",21748676,-3.354,12.819,-2.177,8.32,"00",-1
"2026-03-26 03:07:16.2",21748677,-3.562,12.217,-2.812,8.34,"00",-1
"2026-03-26 03:07:16.25",21748678,-5.311,11.859,-2.673,8.37,"00",-1
"2026-03-26 03:07:16.3",21748679,-3.898,11.687,-3.717,8.49,"00",-1
"2026-03-26 03:07:16.35",21748680,-6.843,11.151,-2.705,8.15,"00",-1
"2026-03-26 03:07:16.4",21748681,-8.454,11.759,-0.291,8.14,"00",-1
"2026-03-26 03:07:16.45",21748682,-7.871,11.93,0.193,8.09,"00",-1
"2026-03-26 03:07:16.5",21748683,-6.526,11.716,0.966,8.07,"00",-1
"2026-03-26 03:07:16.55",21748684,-3.297,9.77,3.933,7.93,"00",-1
"2026-03-26 03:07:16.6",21748685,-1.103,9.51,4.789,7.97,"00",-1
"2026-03-26 03:07:16.65",21748686,-2.995,11.175,2.695,7.77,"00",-1
"2026-03-26 03:07:16.7",21748687,-3.2,10.466,3.745,7.99,"00",-1
"2026-03-26 03:07:16.75",21748688,-2.134,8.332,3.731,7.83,"00",-1
"2026-03-26 03:07:16.8",21748689,-2.707,8.735,4.812,7.77,"00",-1
"2026-03-26 03:07:16.85",21748690,-2.351,9.164,4.195,7.99,"00",-1
"2026-03-26 03:07:16.9",21748691,-1.56,10.314,3.915,8,"00",-1
"2026-03-26 03:07:16.95",21748692,-0.765,8.331,2.776,7.85,"00",-1
"2026-03-26 03:07:17",21748693,-2.487,7.862,2.076,7.65,"00",-1
"2026-03-26 03:07:17.05",21748694,-1.823,8.077,2.218,7.73,"00",-1
"2026-03-26 03:07:17.1",21748695,-1.452,8.352,1.031,7.85,"00",-1
"2026-03-26 03:07:17.15",21748696,-1.934,9.034,0.553,8.05,"00",-1
"2026-03-26 03:07:17.2",21748697,-3.732,10.145,0.545,7.73,"00",-1
"2026-03-26 03:07:17.25",21748698,-4.579,9.858,1.527,7.85,"00",-1
"2026-03-26 03:07:17.3",21748699,-7.404,8.715,-0.109,7.95,"00",-1
"2026-03-26 03:07:17.35",21748700,-7.424,11.292,-0.319,8.07,"00",-1
"2026-03-26 03:07:17.4",21748701,-6.759,10.217,1.17,7.93,"00",-1
"2026-03-26 03:07:17.45",21748702,-9.625,9.245,0.545,8.04,"00",-1
"2026-03-26 03:07:17.5",21748703,-8.44,10.805,2.213,7.87,"00",-1
"2026-03-26 03:07:17.55",21748704,-9.719,10.384,0.842,8.09,"00",-1
"2026-03-26 03:07:17.6",21748705,-10.211,9.504,0.684,8.07,"00",-1
"2026-03-26 03:07:17.65",21748706,-10.571,8.416,0.709,7.95,"00",-1
"2026-03-26 03:07:17.7",21748707,-10.159,9.31,-1.726,8.07,"00",-1
"2026-03-26 03:07:17.75",21748708,-8.351,10.204,0.333,7.9,"00",-1
"2026-03-26 03:07:17.8",21748709,-6.433,9.534,1.534,7.95,"00",-1
"2026-03-26 03:07:17.85",21748710,-5.539,9.801,3.104,7.83,"00",-1
"2026-03-26 03:07:17.9",21748711,-4.355,9.167,2.891,8.1,"00",-1
"2026-03-26 03:07:17.95",21748712,-4.057,9.033,2.969,7.82,"00",-1
"2026-03-26 03:07:18",21748713,-5.204,10.493,1.509,7.9,"00",-1
"2026-03-26 03:07:18.05",21748714,-6.259,11.268,0.158,7.8,"00",-1
"2026-03-26 03:07:18.1",21748715,-7.783,10.441,-0.546,7.99,"00",-1
"2026-03-26 03:07:18.15",21748716,-6.003,10.988,0.091,7.92,"00",-1
"2026-03-26 03:07:18.2",21748717,-5.565,10.825,-0.914,8.04,"00",-1
"2026-03-26 03:07:18.25",21748718,-9.001,8.499,-0.79,8.05,"00",-1
"2026-03-26 03:07:18.3",21748719,-8.467,10.525,-0.411,7.8,"00",-1
"2026-03-26 03:07:18.35",21748720,-7.052,10.164,0.283,7.9,"00",-1
"2026-03-26 03:07:18.4",21748721,-7.352,10.999,1.119,7.8,"00",-1
"2026-03-26 03:07:18.45",21748722,-6.702,10.334,1.788,8.17,"00",-1
"2026-03-26 03:07:18.5",21748723,-5.022,9.853,1.644,7.7,"00",-1
"2026-03-26 03:07:18.55",21748724,-7.608,10.351,-0.445,8.02,"00",-1
"2026-03-26 03:07:18.6",21748725,-8.654,10.155,-1.886,7.8,"00",-1
"2026-03-26 03:07:18.65",21748726,-7.81,11.279,-2.306,8.17,"00",-1
"2026-03-26 03:07:18.7",21748727,-7.086,8.415,-2.779,7.9,"00",-1
