"TOA5","4175","CR6","4175","CR6.14.5.0 CR6-WIFI.05.03","CPU:single_polled_ARPA_1.05.CR6","28493","Sonic"
"TIMESTAMP","RECORD","u_1","v_1","w_1","Ts_1","SS_1","ChkSumF_1"
"TS","RN","m/s","m/s","m/s","C","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-03-26 03:21:52.7",21766207,-1.099,6.555,1.485,7.25,"00",-1
"2026-03-26 03:21:52.75",21766208,-0.547,6.252,1.541,7.12,"00",-1
"2026-03-26 03:21:52.8",21766209,-0.838,7.433,1.318,7.17,"00",-1
"2026-03-26 03:21:52.85",21766210,-1.34,6.886,2.477,7.02,"00",-1
"2026-03-26 03:21:52.9",21766211,-0.561,7.518,1.801,7.22,"00",-1
"2026-03-26 03:21:52.95",21766212,-2.098,5.962,1.232,7.23,"00",-1
"2026-03-26 03:21:53",21766213,-2.55,7,1.093,7.02,"00",-1
"2026-03-26 03:21:53.05",21766214,-2.675,6.06,0.031,7.33,"00",-1
"2026-03-26 03:21:53.1",21766215,-2.252,6.049,0.776,7.22,"00",-1
"2026-03-26 03:21:53.15",21766216,-2.333,7.344,0.316,7.22,"00",-1
"2026-03-26 03:21:53.2",21766217,-2.013,8.047,0.358,7.2,"00",-1
"2026-03-26 03:21:53.25",21766218,-0.83,7.45,-0.069,7.38,"00",-1
"2026-03-26 03:21:53.3",21766219,-1.442,7.75,-1.484,7.28,"00",-1
"2026-03-26 03:21:53.35",21766220,-0.515,6.802,0.347,7.17,"00",-1
"2026-03-26 03:21:53.4",21766221,-0.298,6.986,0.975,7.25,"00",-1
"2026-03-26 03:21:53.45",21766222,0.492,7.882,1.379,7.22,"00",-1
"2026-03-26 03:21:53.5",21766223,0.718,7.512,1.082,7.23,"00",-1
"2026-03-26 03:21:53.55",21766224,-0.246,7.826,1.269,7.27,"00",-1
"2026-03-26 03:21:53.6",21766225,-0.058,7.802,1.431,7.2,"00",-1
"2026-03-26 03:21:53.65",21766226,-0.433,7.964,1.202,7.25,"00",-1
"2026-03-26 03:21:53.7",21766227,-1.116,7.768,2.12,7.28,"00",-1
"2026-03-26 03:21:53.75",21766228,-0.816,7.306,1.586,7.18,"00",-1
"2026-03-26 03:21:53.8",21766229,0.494,7.062,1.387,7.27,"00",-1
"2026-03-26 03:21:53.85",21766230,0.642,6.615,2.316,7.28,"00",-1
"2026-03-26 03:21:53.9",21766231,0.085,5.232,2.688,7.23,"00",-1
"2026-03-26 03:21:53.95",21766232,-0.46,7.545,2.611,7.07,"00",-1
"2026-03-26 03:21:54",21766233,-0.265,6.794,2.768,7.1,"00",-1
"2026-03-26 03:21:54.05",21766234,-0.871,7.222,1.451,7.18,"00",-1
"2026-03-26 03:21:54.1",21766235,-0.684,7.667,1.106,7.18,"00",-1
"2026-03-26 03:21:54.15",21766236,-1.679,5.903,1.058,7.17,"00",-1
"2026-03-26 03:21:54.2",21766237,-1.529,5.542,1.375,7.05,"00",-1
"2026-03-26 03:21:54.25",21766238,-1.02,5.592,2.026,7.07,"00",-1
"2026-03-26 03:21:54.3",21766239,-1.26,5.675,1.936,7.13,"00",-1
"2026-03-26 03:21:54.35",21766240,-1.94,6.21,2.223,7.12,"00",-1
"2026-03-26 03:21:54.4",21766241,-2.608,7.279,0.947,7.15,"00",-1
"2026-03-26 03:21:54.45",21766242,-1.027,8.245,0.332,7.32,"00",-1
"2026-03-26 03:21:54.5",21766243,-1.035,7.463,0.578,7.23,"00",-1
"2026-03-26 03:21:54.55",21766244,-1.215,7.576,1.13,7.2,"00",-1
"2026-03-26 03:21:54.6",21766245,-1.606,7.668,1.842,7.15,"00",-1
"2026-03-26 03:21:54.65",21766246,-1.642,9.214,3.368,7.13,"00",-1
"2026-03-26 03:21:54.7",21766247,-1.57,8.756,3.752,7.25,"00",-1
"2026-03-26 03:21:54.75",21766248,-2.023,8.186,3.673,7.22,"00",-1
"2026-03-26 03:21:54.8",21766249,-2.515,7.629,3.671,7.17,"00",-1
"2026-03-26 03:21:54.85",21766250,-3.079,8.991,3.739,7.15,"00",-1
"2026-03-26 03:21:54.9",21766251,-1.334,10.252,4.959,7.23,"00",-1
"2026-03-26 03:21:54.95",21766252,-0.851,9.357,4.828,7.25,"00",-1
"2026-03-26 03:21:55",21766253,-1.822,9.118,4.518,7.27,"00",-1
"2026-03-26 03:21:55.05",21766254,-2.9,8.506,2.181,7.32,"00",-1
"2026-03-26 03:21:55.1",21766255,-2.378,7.261,3.179,7.13,"00",-1
"2026-03-26 03:21:55.15",21766256,-2.532,7.364,4.69,7.07,"00",-1
"2026-03-26 03:21:55.2",21766257,-3.004,8.598,2.958,7.22,"00",-1
"2026-03-26 03:21:55.25",21766258,-2.855,7.811,-0.677,7.23,"00",-1
"2026-03-26 03:21:55.3",21766259,-1.783,6.42,-2.845,7.13,"00",-1
"2026-03-26 03:21:55.35",21766260,-2.235,7.343,-1.161,7.23,"00",-1
"2026-03-26 03:21:55.4",21766261,-0.618,8.467,-0.489,7.63,"00",-1
"2026-03-26 03:21:55.45",21766262,-0.708,8.656,0.217,7.32,"00",-1
"2026-03-26 03:21:55.5",21766263,-0.158,9.318,0.942,7.45,"00",-1
"2026-03-26 03:21:55.55",21766264,-0.367,9.028,0.008,7.35,"00",-1
"2026-03-26 03:21:55.6",21766265,-0.175,9.01,-0.468,7.45,"00",-1
"2026-03-26 03:21:55.65",21766266,-0.241,9.425,0.977,7.38,"00",-1
"2026-03-26 03:21:55.7",21766267,-0.166,9.367,1.432,7.33,"00",-1
"2026-03-26 03:21:55.75",21766268,-0.889,9.574,1.479,7.48,"00",-1
"2026-03-26 03:21:55.8",21766269,-0.886,9.379,1.438,7.43,"00",-1
"2026-03-26 03:21:55.85",21766270,-1.19,9.868,2.077,7.58,"00",-1
"2026-03-26 03:21:55.9",21766271,-0.817,9.823,2.027,7.47,"00",-1
"2026-03-26 03:21:55.95",21766272,-1.391,10.387,1.092,7.57,"00",-1
"2026-03-26 03:21:56",21766273,-3.547,11.264,0.099,7.68,"00",-1
"2026-03-26 03:21:56.05",21766274,-4.333,9.684,-0.617,7.83,"00",-1
"2026-03-26 03:21:56.1",21766275,-3.4,11.593,-0.046,7.87,"00",-1
"2026-03-26 03:21:56.15",21766276,-4.803,11.95,-1.774,7.85,"00",-1
"2026-03-26 03:21:56.2",21766277,-3.094,11.335,0.027,8.04,"00",-1
"2026-03-26 03:21:56.25",21766278,-2.207,11.17,-0.282,7.95,"00",-1
"2026-03-26 03:21:56.3",21766279,-3.326,11.816,-1.422,7.72,"00",-1
"2026-03-26 03:21:56.35",21766280,-3.278,13.797,0.048,7.9,"00",-1
"2026-03-26 03:21:56.4",21766281,-4.217,12.232,-1.833,7.8,"00",-1
"2026-03-26 03:21:56.45",21766282,-2.869,12.478,0.299,7.72,"00",-1
"2026-03-26 03:21:56.5",21766283,-2.897,11.919,1.045,7.72,"00",-1
"2026-03-26 03:21:56.55",21766284,-2.745,11.257,-0.314,7.72,"00",-1
"2026-03-26 03:21:56.6",21766285,-2.139,11.672,-0.084,7.77,"00",-1
"2026-03-26 03:21:56.65",21766286,-0.972,11.936,0.628,7.82,"00",-1
"2026-03-26 03:21:56.7",21766287,-1.067,12.263,-0.556,7.97,"00",-1
"2026-03-26 03:21:56.75",21766288,-1.355,12.505,0.23,8,"00",-1
"2026-03-26 03:21:56.8",21766289,-1.247,12.643,0.835,7.82,"00",-1
"2026-03-26 03:21:56.85",21766290,-1.967,13.864,0.911,7.87,"00",-1
"2026-03-26 03:21:56.9",21766291,-2.811,14.036,1.224,7.97,"00",-1
"2026-03-26 03:21:56.95",21766292,-3.694,15.452,-0.557,8.37,"00",-1
"2026-03-26 03:21:57",21766293,-5.658,15.926,-0.032,8.25,"00",-1
"2026-03-26 03:21:57.05",21766294,-2.714,14.601,0.802,8.1,"00",-1
"2026-03-26 03:21:57.1",21766295,-1.826,14.353,1.45,8.24,"00",-1
"2026-03-26 03:21:57.15",21766296,-5.067,12.029,2.55,8.07,"00",-1
"2026-03-26 03:21:57.2",21766297,-4.237,12.123,0.814,7.73,"00",-1
"2026-03-26 03:21:57.25",21766298,-5.212,12.293,-0.125,7.99,"00",-1
"2026-03-26 03:21:57.3",21766299,-3.348,12.607,0.561,7.58,"00",-1
"2026-03-26 03:21:57.35",21766300,-3.016,12.562,0.677,7.87,"00",-1
"2026-03-26 03:21:57.4",21766301,-1.049,12.578,-0.842,7.55,"00",-1
"2026-03-26 03:21:57.45",21766302,-0.83,12.612,-0.239,7.8,"00",-1
"2026-03-26 03:21:57.5",21766303,-1.851,11.447,-1.159,8.02,"00",-1
"2026-03-26 03:21:57.55",21766304,-1.231,11.155,-0.957,7.88,"00",-1
"2026-03-26 03:21:57.6",21766305,-1.269,12.056,0.903,7.77,"00",-1
"2026-03-26 03:21:57.65",21766306,-2.053,11.676,1.178,7.78,"00",-1
"2026-03-26 03:21:57.7",21766307,-1.829,11.139,0.163,7.62,"00",-1
"2026-03-26 03:21:57.75",21766308,-2.98,11.249,-0.473,7.6,"00",-1
"2026-03-26 03:21:57.8",21766309,-3.005,11.278,0.667,7.73,"00",-1
"2026-03-26 03:21:57.85",21766310,-2.858,10.9,-0.129,7.55,"00",-1
"2026-03-26 03:21:57.9",21766311,-2.4,11.259,0.495,7.7,"00",-1
"2026-03-26 03:21:57.95",21766312,-2.193,11.344,1.826,7.48,"00",-1
"2026-03-26 03:21:58",21766313,-4.681,10.181,-0.163,7.85,"00",-1
"2026-03-26 03:21:58.05",21766314,-2.576,9.972,2.354,7.38,"00",-1
"2026-03-26 03:21:58.1",21766315,-1.919,8.576,1.178,7.33,"00",-1
"2026-03-26 03:21:58.15",21766316,-3.277,8.214,2.755,7.6,"00",-1
"2026-03-26 03:21:58.2",21766317,-2.763,7.854,-0.144,7.67,"00",-1
"2026-03-26 03:21:58.25",21766318,-3.067,8.586,0.394,7.3,"00",-1
"2026-03-26 03:21:58.3",21766319,-5.224,8.518,-0.039,7.52,"00",-1
"2026-03-26 03:21:58.35",21766320,-5.38,7.114,-3.738,7.58,"00",-1
"2026-03-26 03:21:58.4",21766321,-4.542,7.349,-1.259,7.23,"00",-1
"2026-03-26 03:21:58.45",21766322,-4.725,7.359,-0.938,7.58,"00",-1
"2026-03-26 03:21:58.5",21766323,-3.603,6.854,-1.56,7.43,"00",-1
"2026-03-26 03:21:58.55",21766324,-4.179,7.798,-1.616,7.33,"00",-1
"2026-03-26 03:21:58.6",21766325,-3.359,6.915,0.74,7.33,"00",-1
"2026-03-26 03:21:58.65",21766326,-3.962,8.009,1.52,7.43,"00",-1
"2026-03-26 03:21:58.7",21766327,-4.898,7.23,2.293,7.35,"00",-1
"2026-03-26 03:21:58.75",21766328,-1.714,7.223,-0.488,7.43,"00",-1
"2026-03-26 03:21:58.8",21766329,-4.516,8.759,-0.466,7.48,"00",-1
"2026-03-26 03:21:58.85",21766330,-3.708,7.262,0.506,7.35,"00",-1
"2026-03-26 03:21:58.9",21766331,-3.922,7.043,-1.642,7.35,"00",-1
"2026-03-26 03:21:58.95",21766332,-5.91,7.094,-1.148,7.5,"00",-1
"2026-03-26 03:21:59",21766333,-5.917,7.829,-0.644,7.4,"00",-1
"2026-03-26 03:21:59.05",21766334,-3.67,7.69,-2.375,7.3,"00",-1
"2026-03-26 03:21:59.1",21766335,-3.628,8.039,-1.617,7.33,"00",-1
"2026-03-26 03:21:59.15",21766336,-3.664,8.172,-1.253,7.35,"00",-1
"2026-03-26 03:21:59.2",21766337,-3.292,7.67,-1.399,7.38,"00",-1
"2026-03-26 03:21:59.25",21766338,-3.922,7.132,0.236,7.2,"00",-1
"2026-03-26 03:21:59.3",21766339,-3.677,7.555,1.179,7.43,"00",-1
"2026-03-26 03:21:59.35",21766340,-3.781,9.542,1.296,7.42,"00",-1
"2026-03-26 03:21:59.4",21766341,-3.252,9.242,2.329,7.4,"00",-1
"2026-03-26 03:21:59.45",21766342,-1.802,10.171,2.321,7.48,"00",-1
"2026-03-26 03:21:59.5",21766343,-1.712,10.19,3.016,7.32,"00",-1
"2026-03-26 03:21:59.55",21766344,-1.861,9.677,2.798,7.45,"00",-1
"2026-03-26 03:21:59.6",21766345,-2.83,10.233,3.7,7.18,"00",-1
"2026-03-26 03:21:59.65",21766346,-1.32,10.264,3.563,7.37,"00",-1
"2026-03-26 03:21:59.7",21766347,0.254,9.357,3.464,7.38,"00",-1
"2026-03-26 03:21:59.75",21766348,0.35,8.447,4.295,7.13,"00",-1
"2026-03-26 03:21:59.8",21766349,2.143,8.422,3.021,7.45,"00",-1
"2026-03-26 03:21:59.85",21766350,1.828,8.693,3.479,7.33,"00",-1
"2026-03-26 03:21:59.9",21766351,2.288,8.026,3.334,7.37,"00",-1
"2026-03-26 03:21:59.95",21766352,2.46,7.972,2.889,7.2,"00",-1
"2026-03-26 03:22:00",21766353,2.564,6.752,2.873,7.13,"00",-1
"2026-03-26 03:22:00.05",21766354,2.955,7.103,3.524,7.18,"00",-1
"2026-03-26 03:22:00.1",21766355,1.721,9.271,2.784,7.2,"00",-1
"2026-03-26 03:22:00.15",21766356,1.946,9.063,4.351,7.33,"00",-1
"2026-03-26 03:22:00.2",21766357,2.147,8.833,3.933,7.35,"00",-1
"2026-03-26 03:22:00.25",21766358,0.653,7.998,4.839,7.57,"00",-1
"2026-03-26 03:22:00.3",21766359,-0.097,6.619,5.467,7.85,"00",-1
"2026-03-26 03:22:00.35",21766360,-0.735,6.057,4.853,7.38,"00",-1
"2026-03-26 03:22:00.4",21766361,-1.564,6.592,5.049,7.27,"00",-1
"2026-03-26 03:22:00.45",21766362,-0.561,6.61,3.934,7.27,"00",-1
"2026-03-26 03:22:00.5",21766363,-0.748,7.416,4.047,7.32,"00",-1
"2026-03-26 03:22:00.55",21766364,-0.206,7.822,4.136,7.35,"00",-1
"2026-03-26 03:22:00.6",21766365,-0.453,6.963,3.301,7.23,"00",-1
"2026-03-26 03:22:00.65",21766366,0.404,6.707,3.058,7.18,"00",-1
"2026-03-26 03:22:00.7",21766367,0.126,7.161,3.449,7.33,"00",-1
"2026-03-26 03:22:00.75",21766368,0.478,7.225,3.354,7.32,"00",-1
"2026-03-26 03:22:00.8",21766369,0.994,5.973,4.65,7.08,"00",-1
"2026-03-26 03:22:00.85",21766370,2.212,5.095,4.671,7.37,"00",-1
"2026-03-26 03:22:00.9",21766371,1.99,6.341,6.162,7.9,"00",-1
"2026-03-26 03:22:00.95",21766372,2.327,6.068,6.11,7.32,"00",-1
"2026-03-26 03:22:01",21766373,1.922,7.073,6.347,7.32,"00",-1
"2026-03-26 03:22:01.05",21766374,0.81,7.87,5.718,7.52,"00",-1
"2026-03-26 03:22:01.1",21766375,0.914,8.101,7.467,7.83,"00",-1
"2026-03-26 03:22:01.15",21766376,2.036,6.439,5.476,7.5,"00",-1
"2026-03-26 03:22:01.2",21766377,1.319,4.762,4.008,7.2,"00",-1
"2026-03-26 03:22:01.25",21766378,-0.728,5.917,3.312,7.07,"00",-1
"2026-03-26 03:22:01.3",21766379,-0.973,7.073,3.841,7.37,"00",-1
"2026-03-26 03:22:01.35",21766380,-1.147,7.289,4.697,7.22,"00",-1
"2026-03-26 03:22:01.4",21766381,-0.889,7.81,3.554,7.22,"00",-1
"2026-03-26 03:22:01.45",21766382,-1.214,7.214,1.778,7.2,"00",-1
"2026-03-26 03:22:01.5",21766383,-1.922,7.36,1.498,7.32,"00",-1
"2026-03-26 03:22:01.55",21766384,-2.786,6.318,0.829,7.13,"00",-1
"2026-03-26 03:22:01.6",21766385,-3.644,5.687,1.159,7.23,"00",-1
"2026-03-26 03:22:01.65",21766386,-2.671,4.634,0.486,7.28,"00",-1
"2026-03-26 03:22:01.7",21766387,-2.346,4.25,0.648,7.1,"00",-1
"2026-03-26 03:22:01.75",21766388,-2.028,3.932,1.797,7.23,"00",-1
"2026-03-26 03:22:01.8",21766389,-2.153,4.592,0.53,7.1,"00",-1
"2026-03-26 03:22:01.85",21766390,-5.028,3.563,0.87,7.12,"00",-1
"2026-03-26 03:22:01.9",21766391,-4.105,4.396,2.123,7.2,"00",-1
"2026-03-26 03:22:01.95",21766392,-1.939,2.762,2.398,7.55,"00",-1
"2026-03-26 03:22:02",21766393,-2.757,2.989,3.039,7.18,"00",-1
"2026-03-26 03:22:02.05",21766394,-5.561,2.799,2.257,7.28,"00",-1
"2026-03-26 03:22:02.1",21766395,-4.129,3.724,2.733,7.18,"00",-1
"2026-03-26 03:22:02.15",21766396,-3.783,3.173,1.9,7.22,"00",-1
"2026-03-26 03:22:02.2",21766397,-3.467,3.83,1.516,7.22,"00",-1
"2026-03-26 03:22:02.25",21766398,-3.068,3.547,1.554,7.23,"00",-1
"2026-03-26 03:22:02.3",21766399,-3.108,3.255,1.17,7.1,"00",-1
"2026-03-26 03:22:02.35",21766400,-3.105,3.533,1.882,7.23,"00",-1
"2026-03-26 03:22:02.4",21766401,-0.673,3.559,1.595,7.22,"00",-1
"2026-03-26 03:22:02.45",21766402,-1.524,4.698,2.379,7.12,"00",-1
"2026-03-26 03:22:02.5",21766403,-0.912,4.156,4.676,7.35,"00",-1
"2026-03-26 03:22:02.55",21766404,-0.973,4.528,5.09,7.35,"00",-1
"2026-03-26 03:22:02.6",21766405,-1.418,3.745,4.473,7.28,"00",-1
"2026-03-26 03:22:02.65",21766406,-1.949,3.448,3.886,7.32,"00",-1
"2026-03-26 03:22:02.7",21766407,-2.6,3.721,3.104,7.35,"00",-1
"2026-03-26 03:22:02.75",21766408,-2.198,3.327,3.138,6.92,"00",-1
"2026-03-26 03:22:02.8",21766409,-2.612,2.945,2.965,7.2,"00",-1
"2026-03-26 03:22:02.85",21766410,-3.544,1.72,2.331,7.17,"00",-1
"2026-03-26 03:22:02.9",21766411,-4.13,1.927,1.88,7.3,"00",-1
"2026-03-26 03:22:02.95",21766412,-3.575,1.918,2.503,7.13,"00",-1
"2026-03-26 03:22:03",21766413,-3.176,2.469,3.377,7.13,"00",-1
"2026-03-26 03:22:03.05",21766414,-3.254,1.797,2.309,7.28,"00",-1
"2026-03-26 03:22:03.1",21766415,-3.606,1.474,2.453,7.28,"00",-1
"2026-03-26 03:22:03.15",21766416,-3.656,1.246,1.707,7.18,"00",-1
"2026-03-26 03:22:03.2",21766417,-3.115,1.964,2.584,7.28,"00",-1
"2026-03-26 03:22:03.25",21766418,-4.061,1.596,2.265,7.23,"00",-1
"2026-03-26 03:22:03.3",21766419,-4.09,2.323,2.96,7.23,"00",-1
"2026-03-26 03:22:03.35",21766420,-3.428,2.436,3.851,7.23,"00",-1
"2026-03-26 03:22:03.4",21766421,-2.537,3.937,3.568,7.23,"00",-1
"2026-03-26 03:22:03.45",21766422,-2.645,3.87,3.321,7.18,"00",-1
"2026-03-26 03:22:03.5",21766423,-1.376,4.03,2.979,7.2,"00",-1
"2026-03-26 03:22:03.55",21766424,-2.909,3.453,1.411,7.13,"00",-1
"2026-03-26 03:22:03.6",21766425,-4.265,3.718,2.475,7.35,"00",-1
"2026-03-26 03:22:03.65",21766426,-4.178,2.56,2.136,7.17,"00",-1
"2026-03-26 03:22:03.7",21766427,-3.452,3.476,1.397,7.23,"00",-1
"2026-03-26 03:22:03.75",21766428,-3.505,4.702,2.242,7.05,"00",-1
"2026-03-26 03:22:03.8",21766429,-4.241,4.707,2.911,7.15,"00",-1
"2026-03-26 03:22:03.85",21766430,-4.748,3.763,2.749,7.3,"00",-1
"2026-03-26 03:22:03.9",21766431,-4.289,5.07,1.346,7.12,"00",-1
"2026-03-26 03:22:03.95",21766432,-4.342,3.921,1.899,7.27,"00",-1
"2026-03-26 03:22:04",21766433,-4.545,4.181,1.784,7.27,"00",-1
"2026-03-26 03:22:04.05",21766434,-4.618,4.186,1.329,7.25,"00",-1
"2026-03-26 03:22:04.1",21766435,-4.516,4.521,0.923,7.13,"00",-1
"2026-03-26 03:22:04.15",21766436,-4.496,3.601,0.721,7.3,"00",-1
"2026-03-26 03:22:04.2",21766437,-5.013,3.379,2.134,7.37,"00",-1
"2026-03-26 03:22:04.25",21766438,-5.574,4.251,1.696,7.17,"00",-1
"2026-03-26 03:22:04.3",21766439,-5.237,3.44,0.796,7.28,"00",-1
"2026-03-26 03:22:04.35",21766440,-4.402,3.504,1.501,7.25,"00",-1
"2026-03-26 03:22:04.4",21766441,-4.622,3.208,1.361,7.18,"00",-1
"2026-03-26 03:22:04.45",21766442,-4.615,2.995,1.452,7.28,"00",-1
"2026-03-26 03:22:04.5",21766443,-4.643,2.559,0.758,7.32,"00",-1
"2026-03-26 03:22:04.55",21766444,-4.589,2.227,-0.123,7.23,"00",-1
"2026-03-26 03:22:04.6",21766445,-4.494,2.756,-0.232,7.18,"00",-1
"2026-03-26 03:22:04.65",21766446,-4.241,2.337,-0.068,7.07,"00",-1
"2026-03-26 03:22:04.7",21766447,-4.092,2.189,-0.116,7.25,"00",-1
"2026-03-26 03:22:04.75",21766448,-3.273,2.307,0.798,7.1,"00",-1
"2026-03-26 03:22:04.8",21766449,-2.5,2.363,1.876,7.03,"00",-1
"2026-03-26 03:22:04.85",21766450,-2.164,2.204,1.901,7.05,"00",-1
"2026-03-26 03:22:04.9",21766451,-2.668,3.175,1.355,7.15,"00",-1
"2026-03-26 03:22:04.95",21766452,-1.614,4.358,2.038,7.07,"00",-1
"2026-03-26 03:22:05",21766453,-1.095,5.08,1.169,7.12,"00",-1
"2026-03-26 03:22:05.05",21766454,-2.409,3.58,1.466,7.2,"00",-1
"2026-03-26 03:22:05.1",21766455,-4.057,4.57,1.894,7.18,"00",-1
"2026-03-26 03:22:05.15",21766456,-4.132,5.421,1.793,7.13,"00",-1
"2026-03-26 03:22:05.2",21766457,-4.559,6.99,2.457,7.28,"00",-1
"2026-03-26 03:22:05.25",21766458,-4.786,7.56,3.396,7.25,"00",-1
"2026-03-26 03:22:05.3",21766459,-5.138,7.718,3.738,7.28,"00",-1
"2026-03-26 03:22:05.35",21766460,-3.841,7.752,3.108,7.37,"00",-1
"2026-03-26 03:22:05.4",21766461,-3.227,8.384,4.442,7.18,"00",-1
"2026-03-26 03:22:05.45",21766462,-4.237,8.028,1.649,7.17,"00",-1
"2026-03-26 03:22:05.5",21766463,-4.01,7.81,2.957,7.33,"00",-1
"2026-03-26 03:22:05.55",21766464,-4.808,7.523,3.467,7.3,"00",-1
"2026-03-26 03:22:05.6",21766465,-5.904,6.841,3.841,7.52,"00",-1
"2026-03-26 03:22:05.65",21766466,-4.624,6.619,2.879,7.32,"00",-1
"2026-03-26 03:22:05.7",21766467,-4.924,6.463,3.405,7.28,"00",-1
"2026-03-26 03:22:05.75",21766468,-5.319,6.574,3.142,7.18,"00",-1
"2026-03-26 03:22:05.8",21766469,-4.655,6.129,3.086,7.27,"00",-1
"2026-03-26 03:22:05.85",21766470,-5.125,5.791,3.085,7.12,"00",-1
"2026-03-26 03:22:05.9",21766471,-4.412,5.893,2.512,7.03,"00",-1
"2026-03-26 03:22:05.95",21766472,-4.064,5.681,3.32,7.12,"00",-1
"2026-03-26 03:22:06",21766473,-4.396,5.589,2.54,7.05,"00",-1
"2026-03-26 03:22:06.05",21766474,-3.106,6.944,2.926,7.13,"00",-1
"2026-03-26 03:22:06.1",21766475,-2.759,6.882,2.811,7,"00",-1
"2026-03-26 03:22:06.15",21766476,-3.856,6.323,3.215,7.13,"00",-1
"2026-03-26 03:22:06.2",21766477,-3.93,6.487,3.025,6.95,"00",-1
"2026-03-26 03:22:06.25",21766478,-4.337,5.84,3.527,6.95,"00",-1
"2026-03-26 03:22:06.3",21766479,-3.73,5.984,3.798,7.2,"00",-1
"2026-03-26 03:22:06.35",21766480,-2.923,6.354,3.668,7.03,"00",-1
"2026-03-26 03:22:06.4",21766481,-2.243,6.635,3.557,7.18,"00",-1
"2026-03-26 03:22:06.45",21766482,-2.521,6.886,5.014,7.15,"00",-1
"2026-03-26 03:22:06.5",21766483,-1,8.044,3.963,7.07,"00",-1
"2026-03-26 03:22:06.55",21766484,-0.894,7.39,3.798,7.33,"00",-1
"2026-03-26 03:22:06.6",21766485,-1.425,8.115,2.949,7.32,"00",-1
"2026-03-26 03:22:06.65",21766486,-1.77,7.106,2.202,7.1,"00",-1
"2026-03-26 03:22:06.7",21766487,-2.868,8.493,1.774,7.2,"00",-1
"2026-03-26 03:22:06.75",21766488,-1.838,9.635,1.69,7.25,"00",-1
"2026-03-26 03:22:06.8",21766489,-1.709,9.081,1.522,7.3,"00",-1
"2026-03-26 03:22:06.85",21766490,-2.981,9.279,-0.052,7.57,"00",-1
"2026-03-26 03:22:06.9",21766491,-2.394,8.683,1.077,7.38,"00",-1
"2026-03-26 03:22:06.95",21766492,-2.429,9.191,1.361,7.5,"00",-1
"2026-03-26 03:22:07",21766493,-3.047,9.017,2.864,7.55,"00",-1
"2026-03-26 03:22:07.05",21766494,-2.191,9.042,0.374,7.55,"00",-1
"2026-03-26 03:22:07.1",21766495,-1.875,8.051,-1.523,7.52,"00",-1
"2026-03-26 03:22:07.15",21766496,-0.711,8.689,-1.455,7.27,"00",-1
"2026-03-26 03:22:07.2",21766497,-0.481,9.892,-1.956,7.9,"00",-1
"2026-03-26 03:22:07.25",21766498,1.443,13.601,-3.669,7.93,"00",-1
"2026-03-26 03:22:07.3",21766499,0.946,10.549,-1.121,8.09,"00",-1
"2026-03-26 03:22:07.35",21766500,1.543,12.749,-2.407,7.75,"00",-1
"2026-03-26 03:22:07.4",21766501,1.621,10.035,-0.656,7.95,"00",-1
"2026-03-26 03:22:07.45",21766502,1.024,8.78,0.263,7.88,"00",-1
"2026-03-26 03:22:07.5",21766503,0.147,9.047,1.192,7.68,"00",-1
"2026-03-26 03:22:07.55",21766504,-2.511,9.295,1.15,7.77,"00",-1
"2026-03-26 03:22:07.6",21766505,-2.587,8.807,1.324,7.67,"00",-1
"2026-03-26 03:22:07.65",21766506,-2.918,8.78,1.724,7.57,"00",-1
"2026-03-26 03:22:07.7",21766507,-3.427,9.532,1.427,7.43,"00",-1
"2026-03-26 03:22:07.75",21766508,-3.407,8.113,0.24,7.38,"00",-1
"2026-03-26 03:22:07.8",21766509,-3.564,6.602,-0.298,7.25,"00",-1
"2026-03-26 03:22:07.85",21766510,-3.298,7.043,-0.513,7.27,"00",-1
"2026-03-26 03:22:07.9",21766511,-5.747,6.844,-1.957,7.27,"00",-1
"2026-03-26 03:22:07.95",21766512,-4.124,6.245,-1.448,7.28,"00",-1
"2026-03-26 03:22:08",21766513,-5.23,5.38,-1.525,7.17,"00",-1
"2026-03-26 03:22:08.05",21766514,-5.645,5.833,-2.05,7.07,"00",-1
"2026-03-26 03:22:08.1",21766515,-5.907,5.189,-2.021,7.13,"00",-1
"2026-03-26 03:22:08.15",21766516,-5.455,4.994,-2.052,7.27,"00",-1
"2026-03-26 03:22:08.2",21766517,-5.526,4.977,-1.679,7.13,"00",-1
"2026-03-26 03:22:08.25",21766518,-5.374,4.602,-0.384,7.05,"00",-1
"2026-03-26 03:22:08.3",21766519,-6.201,4.547,-1.341,7.02,"00",-1
"2026-03-26 03:22:08.35",21766520,-5.73,4.519,-0.625,6.92,"00",-1
"2026-03-26 03:22:08.4",21766521,-5.038,5.15,-0.258,7.02,"00",-1
"2026-03-26 03:22:08.45",21766522,-5.335,5.085,0.066,7.1,"00",-1
"2026-03-26 03:22:08.5",21766523,-4.945,5.291,0.278,6.97,"00",-1
"2026-03-26 03:22:08.55",21766524,-4.181,6.188,1.104,7.18,"00",-1
"2026-03-26 03:22:08.6",21766525,-3.737,5.392,1.164,7.02,"00",-1
"2026-03-26 03:22:08.65",21766526,-5.571,5.549,1.019,7.05,"00",-1
"2026-03-26 03:22:08.7",21766527,-3.639,6.145,1.774,7.15,"00",-1
